F-Zero GX,Machine
Miracle Wing-4X,Optical Wing body,Wonder Worm cockpit,Punisher -4X booster
Wonder Wing-Z,Optical Wing body,Wonder Worm cockpit,Triple -Z booster
Optical Insect-FX,Optical Wing body,Wonder Worm cockpit,Hornet -FX booster
Optical Worm-RX,Optical Wing body,Wonder Worm cockpit,Devilfish -RX booster
Miracle Blade-V2,Optical Wing body,Wonder Worm cockpit,Thunderbolt -V2 booster
Rush Wing,Optical Wing body,Rush Cyclone cockpit,Sunrise 140 booster
Rush Blade,Optical Wing body,Rush Cyclone cockpit,Euros -01 booster
Dash Blade,Optical Wing body,Rush Cyclone cockpit,Impulse 220 booster
Photon Cyclone,Optical Wing body,Rush Cyclone cockpit,Jupiter -Q booster
Photon Twister,Optical Wing body,Rush Cyclone cockpit,Saturn -SG booster
Optical Cyclone,Optical Wing body,Rush Cyclone cockpit,Bazooka -YS booster
Rush Wing-77,Optical Wing body,Rush Cyclone cockpit,Crown -77 booster
Rush Wing-EX,Optical Wing body,Rush Cyclone cockpit,Mars -EX booster
Optical Twister-V,Optical Wing body,Rush Cyclone cockpit,Comet -V booster
Photon Twister-GT,Optical Wing body,Rush Cyclone cockpit,Triangle -GT booster
Optical Twister,Optical Wing body,Rush Cyclone cockpit,Boxer -2C booster
Photon Cyclone-X,Optical Wing body,Rush Cyclone cockpit,Bluster -X booster
Dash Wing,Optical Wing body,Rush Cyclone cockpit,Tiger -RZ booster
Photon Twister-R,Optical Wing body,Rush Cyclone cockpit,Scorpion -R booster
Optical Cyclone-J,Optical Wing body,Rush Cyclone cockpit,Velocity -J booster
Rush Blade-ZZ,Optical Wing body,Rush Cyclone cockpit,Extreme -ZZ booster
Dash Blade-RR,Optical Wing body,Rush Cyclone cockpit,Meteor -RR booster
Optical Cyclone-M2,Optical Wing body,Rush Cyclone cockpit,Shuttle -M2 booster
Rush Blade-88,Optical Wing body,Rush Cyclone cockpit,Raiden -88 booster
Photon Cyclone-G4,Optical Wing body,Rush Cyclone cockpit,Titan -G4 booster
Dash Wing-4X,Optical Wing body,Rush Cyclone cockpit,Punisher -4X booster
Rush Wing-Z,Optical Wing body,Rush Cyclone cockpit,Triple -Z booster
Optical Twister-FX,Optical Wing body,Rush Cyclone cockpit,Hornet -FX booster
Optical Cyclone-RX,Optical Wing body,Rush Cyclone cockpit,Devilfish -RX booster
Dash Blade-V2,Optical Wing body,Rush Cyclone cockpit,Thunderbolt -V2 booster
Sonic Wing,Optical Wing body,Sonic Soldier cockpit,Sunrise 140 booster
Sonic Blade,Optical Wing body,Sonic Soldier cockpit,Euros -01 booster
Highway Blade,Optical Wing body,Sonic Soldier cockpit,Impulse 220 booster
Photon Soldier,Optical Wing body,Sonic Soldier cockpit,Jupiter -Q booster
Photon Fighter,Optical Wing body,Sonic Soldier cockpit,Saturn -SG booster
Optical Soldier,Optical Wing body,Sonic Soldier cockpit,Bazooka -YS booster
Sonic Wing-77,Optical Wing body,Sonic Soldier cockpit,Crown -77 booster
Sonic Wing-EX,Optical Wing body,Sonic Soldier cockpit,Mars -EX booster
Optical Fighter-V,Optical Wing body,Sonic Soldier cockpit,Comet -V booster
Photon Fighter-GT,Optical Wing body,Sonic Soldier cockpit,Triangle -GT booster
Optical Fighter,Optical Wing body,Sonic Soldier cockpit,Boxer -2C booster
Photon Soldier-X,Optical Wing body,Sonic Soldier cockpit,Bluster -X booster
Highway Wing,Optical Wing body,Sonic Soldier cockpit,Tiger -RZ booster
Photon Fighter-R,Optical Wing body,Sonic Soldier cockpit,Scorpion -R booster
Optical Soldier-J,Optical Wing body,Sonic Soldier cockpit,Velocity -J booster
Sonic Blade-ZZ,Optical Wing body,Sonic Soldier cockpit,Extreme -ZZ booster
Highway Blade-RR,Optical Wing body,Sonic Soldier cockpit,Meteor -RR booster
Optical Soldier-M2,Optical Wing body,Sonic Soldier cockpit,Shuttle -M2 booster
Sonic Blade-88,Optical Wing body,Sonic Soldier cockpit,Raiden -88 booster
Photon Soldier-G4,Optical Wing body,Sonic Soldier cockpit,Titan -G4 booster
Highway Wing-4X,Optical Wing body,Sonic Soldier cockpit,Punisher -4X booster
Sonic Wing-Z,Optical Wing body,Sonic Soldier cockpit,Triple -Z booster
Optical Fighter-FX,Optical Wing body,Sonic Soldier cockpit,Hornet -FX booster
Optical Soldier-RX,Optical Wing body,Sonic Soldier cockpit,Devilfish -RX booster
Highway Blade-V2,Optical Wing body,Sonic Soldier cockpit,Thunderbolt -V2 booster
Scud Wing,Optical Wing body,Scud Viper cockpit,Sunrise 140 booster
Scud Blade,Optical Wing body,Scud Viper cockpit,Euros -01 booster
Misty Blade,Optical Wing body,Scud Viper cockpit,Impulse 220 booster
Photon Viper,Optical Wing body,Scud Viper cockpit,Jupiter -Q booster
Photon Serpent,Optical Wing body,Scud Viper cockpit,Saturn -SG booster
Optical Viper,Optical Wing body,Scud Viper cockpit,Bazooka -YS booster
Scud Wing-77,Optical Wing body,Scud Viper cockpit,Crown -77 booster
Scud Wing-EX,Optical Wing body,Scud Viper cockpit,Mars -EX booster
Optical Serpent-V,Optical Wing body,Scud Viper cockpit,Comet -V booster
Photon Serpent-GT,Optical Wing body,Scud Viper cockpit,Triangle -GT booster
Optical Serpent,Optical Wing body,Scud Viper cockpit,Boxer -2C booster
Photon Viper-X,Optical Wing body,Scud Viper cockpit,Bluster -X booster
Misty Wing,Optical Wing body,Scud Viper cockpit,Tiger -RZ booster
Photon Serpent-R,Optical Wing body,Scud Viper cockpit,Scorpion -R booster
Optical Viper-J,Optical Wing body,Scud Viper cockpit,Velocity -J booster
Scud Blade-ZZ,Optical Wing body,Scud Viper cockpit,Extreme -ZZ booster
Misty Blade-RR,Optical Wing body,Scud Viper cockpit,Meteor -RR booster
Optical Viper-M2,Optical Wing body,Scud Viper cockpit,Shuttle -M2 booster
Scud Blade-88,Optical Wing body,Scud Viper cockpit,Raiden -88 booster
Photon Viper-G4,Optical Wing body,Scud Viper cockpit,Titan -G4 booster
Misty Wing-4X,Optical Wing body,Scud Viper cockpit,Punisher -4X booster
Scud Wing-Z,Optical Wing body,Scud Viper cockpit,Triple -Z booster
Optical Serpent-FX,Optical Wing body,Scud Viper cockpit,Hornet -FX booster
Optical Viper-RX,Optical Wing body,Scud Viper cockpit,Devilfish -RX booster
Misty Blade-V2,Optical Wing body,Scud Viper cockpit,Thunderbolt -V2 booster
Bright Wing,Optical Wing body,Bright Spear cockpit,Sunrise 140 booster
Bright Blade,Optical Wing body,Bright Spear cockpit,Euros -01 booster
Shining Blade,Optical Wing body,Bright Spear cockpit,Impulse 220 booster
Photon Spear,Optical Wing body,Bright Spear cockpit,Jupiter -Q booster
Photon Lancer,Optical Wing body,Bright Spear cockpit,Saturn -SG booster
Optical Spear,Optical Wing body,Bright Spear cockpit,Bazooka -YS booster
Bright Wing-77,Optical Wing body,Bright Spear cockpit,Crown -77 booster
Bright Wing-EX,Optical Wing body,Bright Spear cockpit,Mars -EX booster
Optical Lancer-V,Optical Wing body,Bright Spear cockpit,Comet -V booster
Photon Lancer-GT,Optical Wing body,Bright Spear cockpit,Triangle -GT booster
Optical Lancer,Optical Wing body,Bright Spear cockpit,Boxer -2C booster
Photon Spear-X,Optical Wing body,Bright Spear cockpit,Bluster -X booster
Shining Wing,Optical Wing body,Bright Spear cockpit,Tiger -RZ booster
Photon Lancer-R,Optical Wing body,Bright Spear cockpit,Scorpion -R booster
Optical Spear-J,Optical Wing body,Bright Spear cockpit,Velocity -J booster
Bright Blade-ZZ,Optical Wing body,Bright Spear cockpit,Extreme -ZZ booster
Shining Blade-RR,Optical Wing body,Bright Spear cockpit,Meteor -RR booster
Optical Spear-M2,Optical Wing body,Bright Spear cockpit,Shuttle -M2 booster
Bright Blade-88,Optical Wing body,Bright Spear cockpit,Raiden -88 booster
Photon Spear-G4,Optical Wing body,Bright Spear cockpit,Titan -G4 booster
Shining Wing-4X,Optical Wing body,Bright Spear cockpit,Punisher -4X booster
Bright Wing-Z,Optical Wing body,Bright Spear cockpit,Triple -Z booster
Optical Lancer-FX,Optical Wing body,Bright Spear cockpit,Hornet -FX booster
Optical Spear-RX,Optical Wing body,Bright Spear cockpit,Devilfish -RX booster
Shining Blade-V2,Optical Wing body,Bright Spear cockpit,Thunderbolt -V2 booster
Red Wing,Optical Wing body,Red Rex cockpit,Sunrise 140 booster
Red Blade,Optical Wing body,Red Rex cockpit,Euros -01 booster
Crimson Blade,Optical Wing body,Red Rex cockpit,Impulse 220 booster
Fortissimo,Optical Wing body,Red Rex cockpit,Jupiter -Q booster
Photon King,Optical Wing body,Red Rex cockpit,Saturn -SG booster
Optical Rex,Optical Wing body,Red Rex cockpit,Bazooka -YS booster
Red Wing-77,Optical Wing body,Red Rex cockpit,Crown -77 booster
Red Wing-EX,Optical Wing body,Red Rex cockpit,Mars -EX booster
Optical King-V,Optical Wing body,Red Rex cockpit,Comet -V booster
Photon King-GT,Optical Wing body,Red Rex cockpit,Triangle -GT booster
Optical King,Optical Wing body,Red Rex cockpit,Boxer -2C booster
Photon Rex-X,Optical Wing body,Red Rex cockpit,Bluster -X booster
Crimson Wing,Optical Wing body,Red Rex cockpit,Tiger -RZ booster
Photon King-R,Optical Wing body,Red Rex cockpit,Scorpion -R booster
Optical Rex-J,Optical Wing body,Red Rex cockpit,Velocity -J booster
Red Blade-ZZ,Optical Wing body,Red Rex cockpit,Extreme -ZZ booster
Crimson Blade-RR,Optical Wing body,Red Rex cockpit,Meteor -RR booster
Optical Rex-M2,Optical Wing body,Red Rex cockpit,Shuttle -M2 booster
Red Blade-88,Optical Wing body,Red Rex cockpit,Raiden -88 booster
Photon Rex-G4,Optical Wing body,Red Rex cockpit,Titan -G4 booster
Crimson Wing-4X,Optical Wing body,Red Rex cockpit,Punisher -4X booster
Red Wing-Z,Optical Wing body,Red Rex cockpit,Triple -Z booster
Optical King-FX,Optical Wing body,Red Rex cockpit,Hornet -FX booster
Optical Rex-RX,Optical Wing body,Red Rex cockpit,Devilfish -RX booster
Crimson Blade-V2,Optical Wing body,Red Rex cockpit,Thunderbolt -V2 booster
Muscle Wing,Optical Wing body,Muscle Gorilla cockpit,Sunrise 140 booster
Muscle Blade,Optical Wing body,Muscle Gorilla cockpit,Euros -01 booster
Spicy Blade,Optical Wing body,Muscle Gorilla cockpit,Impulse 220 booster
Photon Gorilla,Optical Wing body,Muscle Gorilla cockpit,Jupiter -Q booster
Photon Tusk,Optical Wing body,Muscle Gorilla cockpit,Saturn -SG booster
Optical Gorilla,Optical Wing body,Muscle Gorilla cockpit,Bazooka -YS booster
Muscle Wing-77,Optical Wing body,Muscle Gorilla cockpit,Crown -77 booster
Muscle Wing-EX,Optical Wing body,Muscle Gorilla cockpit,Mars -EX booster
Optical Tusk-V,Optical Wing body,Muscle Gorilla cockpit,Comet -V booster
Photon Tusk-GT,Optical Wing body,Muscle Gorilla cockpit,Triangle -GT booster
Optical Tusk,Optical Wing body,Muscle Gorilla cockpit,Boxer -2C booster
Photon Gorilla-X,Optical Wing body,Muscle Gorilla cockpit,Bluster -X booster
Spicy Wing,Optical Wing body,Muscle Gorilla cockpit,Tiger -RZ booster
Photon Tusk-R,Optical Wing body,Muscle Gorilla cockpit,Scorpion -R booster
Optical Gorilla-J,Optical Wing body,Muscle Gorilla cockpit,Velocity -J booster
Muscle Blade-ZZ,Optical Wing body,Muscle Gorilla cockpit,Extreme -ZZ booster
Spicy Blade-RR,Optical Wing body,Muscle Gorilla cockpit,Meteor -RR booster
Optical Gorilla-M2,Optical Wing body,Muscle Gorilla cockpit,Shuttle -M2 booster
Muscle Blade-88,Optical Wing body,Muscle Gorilla cockpit,Raiden -88 booster
Photon Gorilla-G4,Optical Wing body,Muscle Gorilla cockpit,Titan -G4 booster
Spicy Wing-4X,Optical Wing body,Muscle Gorilla cockpit,Punisher -4X booster
Muscle Wing-Z,Optical Wing body,Muscle Gorilla cockpit,Triple -Z booster
Optical Tusk-FX,Optical Wing body,Muscle Gorilla cockpit,Hornet -FX booster
Optical Gorilla-RX,Optical Wing body,Muscle Gorilla cockpit,Devilfish -RX booster
Spicy Blade-V2,Optical Wing body,Muscle Gorilla cockpit,Thunderbolt -V2 booster
Cyber Wing,Optical Wing body,Cyber Fox cockpit,Sunrise 140 booster
Cyber Blade,Optical Wing body,Cyber Fox cockpit,Euros -01 booster
Trickster,Optical Wing body,Cyber Fox cockpit,Impulse 220 booster
Photon Fox,Optical Wing body,Cyber Fox cockpit,Jupiter -Q booster
Photon Vixen,Optical Wing body,Cyber Fox cockpit,Saturn -SG booster
Optical Fox,Optical Wing body,Cyber Fox cockpit,Bazooka -YS booster
Cyber Wing-77,Optical Wing body,Cyber Fox cockpit,Crown -77 booster
Cyber Wing-EX,Optical Wing body,Cyber Fox cockpit,Mars -EX booster
Optical Vixen-V,Optical Wing body,Cyber Fox cockpit,Comet -V booster
Photon Vixen-GT,Optical Wing body,Cyber Fox cockpit,Triangle -GT booster
Optical Vixen,Optical Wing body,Cyber Fox cockpit,Boxer -2C booster
Photon Fox-X,Optical Wing body,Cyber Fox cockpit,Bluster -X booster
Jet Wing,Optical Wing body,Cyber Fox cockpit,Tiger -RZ booster
Photon Vixen-R,Optical Wing body,Cyber Fox cockpit,Scorpion -R booster
Optical Fox-J,Optical Wing body,Cyber Fox cockpit,Velocity -J booster
Cyber Blade-ZZ,Optical Wing body,Cyber Fox cockpit,Extreme -ZZ booster
Jet Blade-RR,Optical Wing body,Cyber Fox cockpit,Meteor -RR booster
Optical Fox-M2,Optical Wing body,Cyber Fox cockpit,Shuttle -M2 booster
Cyber Blade-88,Optical Wing body,Cyber Fox cockpit,Raiden -88 booster
Photon Fox-G4,Optical Wing body,Cyber Fox cockpit,Titan -G4 booster
Jet Wing-4X,Optical Wing body,Cyber Fox cockpit,Punisher -4X booster
Cyber Wing-Z,Optical Wing body,Cyber Fox cockpit,Triple -Z booster
Optical Vixen-FX,Optical Wing body,Cyber Fox cockpit,Hornet -FX booster
Optical Fox-RX,Optical Wing body,Cyber Fox cockpit,Devilfish -RX booster
Jet Blade-V2,Optical Wing body,Cyber Fox cockpit,Thunderbolt -V2 booster
Round Wing,Optical Wing body,Round Disk cockpit,Sunrise 140 booster
Round Blade,Optical Wing body,Round Disk cockpit,Euros -01 booster
Flat Blade,Optical Wing body,Round Disk cockpit,Impulse 220 booster
Photon Disk,Optical Wing body,Round Disk cockpit,Jupiter -Q booster
Photon Saucer,Optical Wing body,Round Disk cockpit,Saturn -SG booster
Optical Disk,Optical Wing body,Round Disk cockpit,Bazooka -YS booster
Round Wing-77,Optical Wing body,Round Disk cockpit,Crown -77 booster
Round Wing-EX,Optical Wing body,Round Disk cockpit,Mars -EX booster
Optical Saucer-V,Optical Wing body,Round Disk cockpit,Comet -V booster
Photon Saucer-GT,Optical Wing body,Round Disk cockpit,Triangle -GT booster
Optical Saucer,Optical Wing body,Round Disk cockpit,Boxer -2C booster
Photon Disk-X,Optical Wing body,Round Disk cockpit,Bluster -X booster
Flat Wing,Optical Wing body,Round Disk cockpit,Tiger -RZ booster
Photon Saucer-R,Optical Wing body,Round Disk cockpit,Scorpion -R booster
Optical Disk-J,Optical Wing body,Round Disk cockpit,Velocity -J booster
Round Blade-ZZ,Optical Wing body,Round Disk cockpit,Extreme -ZZ booster
Flat Blade-RR,Optical Wing body,Round Disk cockpit,Meteor -RR booster
Optical Disk-M2,Optical Wing body,Round Disk cockpit,Shuttle -M2 booster
Round Blade-88,Optical Wing body,Round Disk cockpit,Raiden -88 booster
Photon Disk-G4,Optical Wing body,Round Disk cockpit,Titan -G4 booster
Flat Wing-4X,Optical Wing body,Round Disk cockpit,Punisher -4X booster
Round Wing-Z,Optical Wing body,Round Disk cockpit,Triple -Z booster
Optical Saucer-FX,Optical Wing body,Round Disk cockpit,Hornet -FX booster
Optical Disk-RX,Optical Wing body,Round Disk cockpit,Devilfish -RX booster
Flat Blade-V2,Optical Wing body,Round Disk cockpit,Thunderbolt -V2 booster
Super Wing,Optical Wing body,Super Lynx cockpit,Sunrise 140 booster
Super Blade,Optical Wing body,Super Lynx cockpit,Euros -01 booster
Ultra Blade,Optical Wing body,Super Lynx cockpit,Impulse 220 booster
Photon Lynx,Optical Wing body,Super Lynx cockpit,Jupiter -Q booster
Photon Legion,Optical Wing body,Super Lynx cockpit,Saturn -SG booster
Optical Lynx,Optical Wing body,Super Lynx cockpit,Bazooka -YS booster
Super Wing-77,Optical Wing body,Super Lynx cockpit,Crown -77 booster
Super Wing-EX,Optical Wing body,Super Lynx cockpit,Mars -EX booster
Optical Legion-V,Optical Wing body,Super Lynx cockpit,Comet -V booster
Photon Legion-GT,Optical Wing body,Super Lynx cockpit,Triangle -GT booster
Optical Legion,Optical Wing body,Super Lynx cockpit,Boxer -2C booster
Photon Lynx-X,Optical Wing body,Super Lynx cockpit,Bluster -X booster
Ultra Wing,Optical Wing body,Super Lynx cockpit,Tiger -RZ booster
Photon Legion-R,Optical Wing body,Super Lynx cockpit,Scorpion -R booster
Optical Lynx-J,Optical Wing body,Super Lynx cockpit,Velocity -J booster
Super Blade-ZZ,Optical Wing body,Super Lynx cockpit,Extreme -ZZ booster
Ultra Blade-RR,Optical Wing body,Super Lynx cockpit,Meteor -RR booster
Optical Lynx-M2,Optical Wing body,Super Lynx cockpit,Shuttle -M2 booster
Super Blade-88,Optical Wing body,Super Lynx cockpit,Raiden -88 booster
Photon Lynx-G4,Optical Wing body,Super Lynx cockpit,Titan -G4 booster
Ultra Wing-4X,Optical Wing body,Super Lynx cockpit,Punisher -4X booster
Super Wing-Z,Optical Wing body,Super Lynx cockpit,Triple -Z booster
Optical Legion-FX,Optical Wing body,Super Lynx cockpit,Hornet -FX booster
Optical Lynx-RX,Optical Wing body,Super Lynx cockpit,Devilfish -RX booster
Ultra Blade-V2,Optical Wing body,Super Lynx cockpit,Thunderbolt -V2 booster
Heat Wing,Optical Wing body,Heat Snake cockpit,Sunrise 140 booster
Savanna Buggy,Optical Wing body,Heat Snake cockpit,Euros -01 booster
Flame Blade,Optical Wing body,Heat Snake cockpit,Impulse 220 booster
Photon Snake,Optical Wing body,Heat Snake cockpit,Jupiter -Q booster
Photon Lizard,Optical Wing body,Heat Snake cockpit,Saturn -SG booster
Optical Snake,Optical Wing body,Heat Snake cockpit,Bazooka -YS booster
Heat Wing-77,Optical Wing body,Heat Snake cockpit,Crown -77 booster
Heat Wing-EX,Optical Wing body,Heat Snake cockpit,Mars -EX booster
Optical Lizard-V,Optical Wing body,Heat Snake cockpit,Comet -V booster
Photon Lizard-GT,Optical Wing body,Heat Snake cockpit,Triangle -GT booster
Optical Lizard,Optical Wing body,Heat Snake cockpit,Boxer -2C booster
Photon Snake-X,Optical Wing body,Heat Snake cockpit,Bluster -X booster
Flame Wing,Optical Wing body,Heat Snake cockpit,Tiger -RZ booster
Photon Lizard-R,Optical Wing body,Heat Snake cockpit,Scorpion -R booster
Optical Snake-J,Optical Wing body,Heat Snake cockpit,Velocity -J booster
Heat Blade-ZZ,Optical Wing body,Heat Snake cockpit,Extreme -ZZ booster
Flame Blade-RR,Optical Wing body,Heat Snake cockpit,Meteor -RR booster
Optical Snake-M2,Optical Wing body,Heat Snake cockpit,Shuttle -M2 booster
Heat Blade-88,Optical Wing body,Heat Snake cockpit,Raiden -88 booster
Photon Snake-G4,Optical Wing body,Heat Snake cockpit,Titan -G4 booster
Flame Wing-4X,Optical Wing body,Heat Snake cockpit,Punisher -4X booster
Heat Wing-Z,Optical Wing body,Heat Snake cockpit,Triple -Z booster
Optical Lizard-FX,Optical Wing body,Heat Snake cockpit,Hornet -FX booster
Optical Snake-RX,Optical Wing body,Heat Snake cockpit,Devilfish -RX booster
Flame Blade-V2,Optical Wing body,Heat Snake cockpit,Thunderbolt -V2 booster
Energy Wing,Optical Wing body,Energy Crest cockpit,Sunrise 140 booster
Energy Blade,Optical Wing body,Energy Crest cockpit,Euros -01 booster
Fever Blade,Optical Wing body,Energy Crest cockpit,Impulse 220 booster
Photon Crest,Optical Wing body,Energy Crest cockpit,Jupiter -Q booster
Photon Unicorn,Optical Wing body,Energy Crest cockpit,Saturn -SG booster
Optical Crest,Optical Wing body,Energy Crest cockpit,Bazooka -YS booster
Energy Wing-77,Optical Wing body,Energy Crest cockpit,Crown -77 booster
Energy Wing-EX,Optical Wing body,Energy Crest cockpit,Mars -EX booster
Optical Unicorn-V,Optical Wing body,Energy Crest cockpit,Comet -V booster
Photon Unicorn-GT,Optical Wing body,Energy Crest cockpit,Triangle -GT booster
Optical Unicorn,Optical Wing body,Energy Crest cockpit,Boxer -2C booster
Photon Crest-X,Optical Wing body,Energy Crest cockpit,Bluster -X booster
Fever Wing,Optical Wing body,Energy Crest cockpit,Tiger -RZ booster
Photon Unicorn-R,Optical Wing body,Energy Crest cockpit,Scorpion -R booster
Optical Crest-J,Optical Wing body,Energy Crest cockpit,Velocity -J booster
